deployed	category	orig_mod	orig_dir	orig_file	base_volume
zs\spook\all\sound_17_693ef60b19	spook	RETUNE457	ambient/trx/spooks_above/spooks	sound_17	1.0
zs\spook\all\sound_19_cc8cc80999	spook	RETUNE457	ambient/trx/spooks_above/spooks	sound_19	1.14
zs\spook\all\sound_20_70e86c9379	spook	RETUNE457	ambient/trx/spooks_above/spooks	sound_20	1.258
zs\spook\all\sound_25_b4b2d4bf99	spook	RETUNE457	ambient/trx/spooks_above/spooks	sound_25	1.0
zs\spook\all\sound_26_47f31591ba	spook	RETUNE457	ambient/trx/spooks_above/spooks	sound_26	1.274
zs\spook\all\sound_27_ca64ee5ccf	spook	RETUNE457	ambient/trx/spooks_above/spooks	sound_27	1.401
zs\spook\all\sound_28_88fcd55fba	spook	RETUNE457	ambient/trx/spooks_above/spooks	sound_28	1.209
zs\spook\all\sound_29_4bdec4992e	spook	RETUNE457	ambient/trx/spooks_above/spooks	sound_29	1.269
zs\spook\all\sound_30_b70e441d94	spook	RETUNE457	ambient/trx/spooks_above/spooks	sound_30	1.0
zs\spook\all\sound_31_1098094f3c	spook	RETUNE457	ambient/trx/spooks_above/spooks	sound_31	1.155
zs\spook\all\sound_32_80d39414fc	spook	RETUNE457	ambient/trx/spooks_above/spooks	sound_32	1.435
zs\spook\all\sound_33_041f84b234	spook	RETUNE457	ambient/trx/spooks_above/spooks	sound_33	1.033
zs\spook\all\sound_02_3cd71a82d3	spook	myRETUNE	ambient/trx/spooks_above/amb_dark	sound_02	2.0
zs\spook\all\sound_05_adb2eaef14	spook	myRETUNE	ambient/trx/spooks_above/amb_dark	sound_05	2.0
zs\spook\all\sound_06_bbc938a148	spook	myRETUNE	ambient/trx/spooks_above/amb_dark	sound_06	2.0
zs\spook\all\sound_07_e34e895913	spook	myRETUNE	ambient/trx/spooks_above/amb_dark	sound_07	2.0
zs\spook\all\sound_08_7c5fc0f274	spook	myRETUNE	ambient/trx/spooks_above/amb_dark	sound_08	2.0
zs\spook\all\rnd_moan4_43227ca4e5	spook	DeadAir	ambient/lar_ambients/original	rnd_moan4	1.0
zs\spook\all\sound_09_f8434456cb	spook	myRETUNE	ambient/trx/spooks_above/amb_dark	sound_09	2.0
zs\spook\all\sound_12_2e3b1e1be5	spook	myRETUNE	ambient/trx/spooks_above/amb_dark	sound_12	2.0
zs\spook\all\sound_14_a46aab6615	spook	myRETUNE	ambient/trx/spooks_above/amb_dark	sound_14	2.0
zs\spook\all\sound_01_b1e76c253d	spook	AudioExpansion	ambient/trx/nature/whispers	sound_01	2.172
zs\spook\all\sound_02_1066e29e1e	spook	AudioExpansion	ambient/trx/nature/whispers	sound_02	2.0
zs\spook\all\sound_03_e34d56486d	spook	AudioExpansion	ambient/trx/nature/whispers	sound_03	2.0
zs\spook\all\sound_04_837acf25d8	spook	AudioExpansion	ambient/trx/nature/whispers	sound_04	2.137
zs\spook\all\sound_05_d75e3f92fe	spook	AudioExpansion	ambient/trx/nature/whispers	sound_05	2.0
zs\spook\all\sound_06_28bd00d42b	spook	AudioExpansion	ambient/trx/nature/whispers	sound_06	2.0
zs\spook\all\sound_07_652a06e108	spook	AudioExpansion	ambient/trx/nature/whispers	sound_07	2.0
zs\spook\all\sound_08_7b60b703b3	spook	AudioExpansion	ambient/trx/nature/whispers	sound_08	2.0
zs\spook\all\sound_09_d9b1d9644d	spook	AudioExpansion	ambient/trx/nature/whispers	sound_09	3.571
zs\spook\all\sound_10_f63d415899	spook	AudioExpansion	ambient/trx/nature/whispers	sound_10	3.57
zs\spook\all\sound_11_e06487fcae	spook	AudioExpansion	ambient/trx/nature/whispers	sound_11	3.612
zs\spook\all\sound_12_d4cc247e19	spook	AudioExpansion	ambient/trx/nature/whispers	sound_12	3.646
zs\spook\all\sound_13_bb276419db	spook	AudioExpansion	ambient/trx/nature/whispers	sound_13	3.968
zs\spook\all\sound_14_5f59bddfa9	spook	AudioExpansion	ambient/trx/nature/whispers	sound_14	3.69
zs\spook\all\sound_15_8ef643a20f	spook	AudioExpansion	ambient/trx/nature/whispers	sound_15	3.57
zs\spook\all\sound_01_2ef73b9743	spook	AudioExpansion	ambient/trx/spooks_above/spooks	sound_01	1.493
zs\spook\all\sound_10_152bb31125	spook	AudioExpansion	ambient/trx/spooks_above/spooks	sound_10	1.924
zs\spook\all\sound_17_3b86557120	spook	AudioExpansion	ambient/trx/spooks_above/spooks	sound_17	1.642
zs\spook\all\sound_19_b7ef8d7426	spook	AudioExpansion	ambient/trx/spooks_above/spooks	sound_19	1.923
zs\spook\all\sound_25_39107837e8	spook	AudioExpansion	ambient/trx/spooks_above/spooks	sound_25	1.483
zs\spook\all\sound_26_5b4471c3f2	spook	AudioExpansion	ambient/trx/spooks_above/spooks	sound_26	1.601
zs\spook\all\sound_27_48f3e3a0ae	spook	AudioExpansion	ambient/trx/spooks_above/spooks	sound_27	1.838
zs\spook\all\sound_28_b9bfb731e0	spook	AudioExpansion	ambient/trx/spooks_above/spooks	sound_28	1.495
zs\spook\all\sound_29_2141c9026d	spook	AudioExpansion	ambient/trx/spooks_above/spooks	sound_29	1.508
zs\spook\all\sound_30_7d8b86649d	spook	AudioExpansion	ambient/trx/spooks_above/spooks	sound_30	1.531
zs\spook\all\sound_31_c79e7e2589	spook	AudioExpansion	ambient/trx/spooks_above/spooks	sound_31	1.0
zs\spook\all\sound_01_ce0d26b787	spook	AudioExpansion	ambient/trx/spooks_below/spooks	sound_01	1.302
zs\spook\all\sound_02_cbefb7c5b7	spook	AudioExpansion	ambient/trx/spooks_below/spooks	sound_02	2.313
zs\spook\all\sound_03_5c1646c376	spook	AudioExpansion	ambient/trx/spooks_below/spooks	sound_03	1.644
zs\spook\all\sound_04_12caa1cf6d	spook	AudioExpansion	ambient/trx/spooks_below/spooks	sound_04	1.644
zs\spook\all\sound_05_2d4de4c445	spook	AudioExpansion	ambient/trx/spooks_below/spooks	sound_05	1.071
zs\spook\all\sound_06_e0f4414e90	spook	AudioExpansion	ambient/trx/spooks_below/spooks	sound_06	1.933
zs\spook\all\sound_07_999e282857	spook	AudioExpansion	ambient/trx/spooks_below/spooks	sound_07	1.42
zs\spook\all\sound_08_f89ecdc7d1	spook	AudioExpansion	ambient/trx/spooks_below/spooks	sound_08	1.182
zs\spook\all\sound_09_a2b09ada2c	spook	AudioExpansion	ambient/trx/spooks_below/spooks	sound_09	2.284
zs\spook\all\ugrnd_whispers_1_68606a0884	spook	AudioExpansion	ambient/ugrnd	ugrnd_whispers_1	1.54
zs\spook\all\psy_1_93c1745363	spook	DeadAir	actor/wounded_psy	psy_1	1.0
zs\spook\all\psy_10_fd0675db0d	spook	DeadAir	actor/wounded_psy	psy_10	1.0
zs\spook\all\psy_11_b8b9522a91	spook	DeadAir	characters_voice/human_03/bandit/help/wounded_psy	psy_11	1.0
zs\spook\all\suicide_1_81463101f8	spook	DeadAir	characters_voice/human_03/bandit/help/wounded_psy	suicide_1	1.0
zs\spook\all\suicide_1_47dc53dc9a	spook	DeadAir	characters_voice/human_03/killer/help/wounded_psy	suicide_1	1.0
zs\spook\all\psy_13_d62837015a	spook	DeadAir	actor/wounded_psy	psy_13	1.0
zs\spook\all\psy_2_299aa039b1	spook	DeadAir	actor/wounded_psy	psy_2	1.0
zs\spook\all\psy_3_b76bc9b4e5	spook	DeadAir	actor/wounded_psy	psy_3	1.0
zs\spook\all\psy_4_310c0dee35	spook	DeadAir	characters_voice/human_03/bandit/help/wounded_psy	psy_4	1.0
zs\spook\all\psy_5_dbcdde981e	spook	DeadAir	actor/wounded_psy	psy_5	1.0
zs\spook\all\psy_5_3663bd55bc	spook	DeadAir	characters_voice/human_03/bandit/help/wounded_psy	psy_5	1.0
zs\spook\all\psy_5_0d201cc8cf	spook	DeadAir	characters_voice/human_03/killer/help/wounded_psy	psy_5	1.0
zs\spook\all\psy_6_f31d0c3b35	spook	DeadAir	characters_voice/human_03/bandit/help/wounded_psy	psy_6	1.0
zs\spook\all\psy_7_bc84d533b3	spook	DeadAir	characters_voice/human_03/bandit/help/wounded_psy	psy_7	1.0
zs\spook\all\psy_8_29bd1793d3	spook	DeadAir	characters_voice/human_03/bandit/help/wounded_psy	psy_8	1.0
zs\spook\all\psy_8_03cfe91533	spook	DeadAir	characters_voice/human_03_custom/bandit/help/wounded_psy	psy_8	1.0
zs\spook\all\psy_9_fa2c8ea232	spook	DeadAir	characters_voice/human_03/bandit/help/wounded_psy	psy_9	1.0
zs\spook\all\psy_blackout_47fff49c9b	spook	DeadAir	affects	psy_blackout	1.0
zs\spook\all\psy_blackout_l_3eb305ed2c	spook	DeadAir	affects	psy_blackout_l	1.0
zs\spook\all\psy_blackout_r_e766afb837	spook	DeadAir	affects	psy_blackout_r	1.0
zs\spook\all\ambient_gunfire_10_8c1b1060fd	spook	DeadAir	ambient/lar_ambients/lar_war	ambient_gunfire_10	1.068
zs\spook\all\ambient_gunfire_11_a3ccfd7333	spook	DeadAir	ambient/lar_ambients/lar_war	ambient_gunfire_11	1.226
zs\spook\all\ambient_gunfire_12_75ee40d184	spook	DeadAir	ambient/lar_ambients/lar_war	ambient_gunfire_12	2.588
zs\spook\all\ambient_gunfire_13_547d6be1ab	spook	DeadAir	ambient/lar_ambients/lar_war	ambient_gunfire_13	2.11
zs\spook\all\ambient_gunfire_15_5e11c39312	spook	DeadAir	ambient/lar_ambients/lar_war	ambient_gunfire_15	1.107
zs\spook\all\ambient_gunfire_16_3a4ec58cd0	spook	DeadAir	ambient/lar_ambients/lar_war	ambient_gunfire_16	1.073
zs\spook\all\ambient_gunfire_2_c25f2c03d3	spook	DeadAir	ambient/lar_ambients/lar_war	ambient_gunfire_2	1.551
zs\spook\all\ambient_gunfire_3_41d4bda85a	spook	DeadAir	ambient/lar_ambients/lar_war	ambient_gunfire_3	0.9
zs\spook\all\ambient_gunfire_4_3bcb4f79cd	spook	DeadAir	ambient/lar_ambients/lar_war	ambient_gunfire_4	0.9
zs\spook\all\ambient_gunfire_7_c738b785f8	spook	DeadAir	ambient/lar_ambients/lar_war	ambient_gunfire_7	0.9
zs\spook\all\ambient_gunfire_8_21a7f6460a	spook	DeadAir	ambient/lar_ambients/lar_war	ambient_gunfire_8	0.9
zs\spook\all\ambient_gunfire_9_e3d120f731	spook	DeadAir	ambient/lar_ambients/lar_war	ambient_gunfire_9	0.9
zs\spook\all\battle_shots_01_0628e8817d	spook	DeadAir	ambient/lar_ambients/lar_war	battle_shots_01	0.9
zs\spook\all\battle_shots_02_88e628f09b	spook	DeadAir	ambient/lar_ambients/lar_war	battle_shots_02	0.9
zs\spook\all\battle_shots_03_2aa0817f04	spook	DeadAir	ambient/lar_ambients/lar_war	battle_shots_03	0.9
zs\spook\all\battle_shots_04_51dd8b9964	spook	DeadAir	ambient/lar_ambients/lar_war	battle_shots_04	0.9
zs\spook\all\battle_shots_05_8a265e2b78	spook	DeadAir	ambient/lar_ambients/lar_war	battle_shots_05	0.9
zs\spook\all\battle_shots_06_9281394a34	spook	DeadAir	ambient/lar_ambients/lar_war	battle_shots_06	0.9
zs\spook\all\battle_shots_07_7856e20add	spook	DeadAir	ambient/lar_ambients/lar_war	battle_shots_07	0.9
zs\spook\all\battle_shots_08_662287f3f6	spook	DeadAir	ambient/lar_ambients/lar_war	battle_shots_08	0.9
zs\spook\all\battle_shots_09_31b0ac9beb	spook	DeadAir	ambient/lar_ambients/lar_war	battle_shots_09	0.9
zs\spook\all\battle_shots_10_be96ad985d	spook	DeadAir	ambient/lar_ambients/lar_war	battle_shots_10	0.9
zs\spook\all\dist_shot_03_516917c908	spook	DeadAir	ambient/lar_ambients/lar_war	dist_shot_03	0.989
zs\spook\all\dist_shot_05_d700a71623	spook	DeadAir	ambient/lar_ambients/lar_war	dist_shot_05	0.9
zs\spook\all\dist_shot_06_1db1bce57e	spook	DeadAir	ambient/lar_ambients/lar_war	dist_shot_06	0.9
zs\spook\all\dist_shot_07_b355ee7f90	spook	DeadAir	ambient/lar_ambients/lar_war	dist_shot_07	0.9
zs\spook\all\dist_shot_08_846baecafc	spook	DeadAir	ambient/lar_ambients/lar_war	dist_shot_08	0.9
zs\spook\all\dist_shot_09_b44da2f703	spook	DeadAir	ambient/lar_ambients/lar_war	dist_shot_09	0.9
zs\spook\all\dist_shot_15_5af20aa4af	spook	DeadAir	ambient/lar_ambients/lar_war	dist_shot_15	0.9
zs\spook\all\dist_shot_17_3b93a8c59a	spook	DeadAir	ambient/lar_ambients/lar_war	dist_shot_17	0.9
zs\spook\all\expl_dist_01_a35d187593	spook	DeadAir	ambient/lar_ambients/lar_war	expl_dist_01	0.907
zs\spook\all\expl_dist_02_e8389c49fd	spook	DeadAir	ambient/lar_ambients/lar_war	expl_dist_02	0.9
zs\spook\all\expl_dist_03_36b8476ee5	spook	DeadAir	ambient/lar_ambients/lar_war	expl_dist_03	0.9
zs\spook\all\expl_dist_04_3108d2d534	spook	DeadAir	ambient/lar_ambients/lar_war	expl_dist_04	0.9
zs\spook\all\expl_dist_05_1bcc942301	spook	DeadAir	ambient/lar_ambients/lar_war	expl_dist_05	0.9
zs\spook\all\expl_dist_06_c3ff2e04b1	spook	DeadAir	ambient/lar_ambients/lar_war	expl_dist_06	0.9
zs\spook\all\expl_dist_07_1e638f8945	spook	DeadAir	ambient/lar_ambients/lar_war	expl_dist_07	0.9
zs\spook\all\expl_dist_08_5b0688244f	spook	DeadAir	ambient/lar_ambients/lar_war	expl_dist_08	0.9
zs\spook\all\expl_dist_09_dec8b368ff	spook	DeadAir	ambient/lar_ambients/lar_war	expl_dist_09	0.9
zs\spook\all\expl_dist_10_aea14c29a1	spook	DeadAir	ambient/lar_ambients/lar_war	expl_dist_10	0.9
zs\spook\all\swamp_creature1_1_a454c1a3e2	spook	DeadAir	ambient/lar_ambients/metro_swamp	swamp_creature1_1	1.0
zs\spook\all\swamp_creature1_2_19fae8d94b	spook	DeadAir	ambient/lar_ambients/metro_swamp	swamp_creature1_2	1.0
zs\spook\all\swamp_creature1_3_dcbc3db9d2	spook	DeadAir	ambient/lar_ambients/metro_swamp	swamp_creature1_3	1.0
zs\spook\all\swamp_creature1_4_318c97f26b	spook	DeadAir	ambient/lar_ambients/metro_swamp	swamp_creature1_4	1.0
zs\spook\all\swamp_creature1_5_74241a0d5f	spook	DeadAir	ambient/lar_ambients/metro_swamp	swamp_creature1_5	1.0
zs\spook\all\swamp_creature1_6_85985787fc	spook	DeadAir	ambient/lar_ambients/metro_swamp	swamp_creature1_6	1.0
zs\spook\all\swamp_creature1_7_826880c2a7	spook	DeadAir	ambient/lar_ambients/metro_swamp	swamp_creature1_7	1.0
zs\spook\all\swamp_creature1_8_1da3182f0c	spook	DeadAir	ambient/lar_ambients/metro_swamp	swamp_creature1_8	1.0
zs\spook\all\swamp_creature1_9_524b4df2c9	spook	DeadAir	ambient/lar_ambients/metro_swamp	swamp_creature1_9	1.0
zs\spook\all\swamp_creature2_0_d307751f6c	spook	DeadAir	ambient/lar_ambients/metro_swamp	swamp_creature2_0	1.0
zs\spook\all\swamp_creature2_1_7e986dd3fe	spook	DeadAir	ambient/lar_ambients/metro_swamp	swamp_creature2_1	1.0
zs\spook\all\swamp_creature2_2_c3c7f454da	spook	DeadAir	ambient/lar_ambients/metro_swamp	swamp_creature2_2	1.0
zs\spook\all\swamp_footsteps_1_fdff609d6f	spook	DeadAir	ambient/lar_ambients/metro_swamp	swamp_footsteps_1	2.19
zs\spook\all\swamp_footsteps_2_66c053ae02	spook	DeadAir	ambient/lar_ambients/metro_swamp	swamp_footsteps_2	1.308
zs\spook\all\swamp_footsteps_3_d9fce066c9	spook	DeadAir	ambient/lar_ambients/metro_swamp	swamp_footsteps_3	1.085
zs\spook\all\swamp_footsteps_4_763c7157c5	spook	DeadAir	ambient/lar_ambients/metro_swamp	swamp_footsteps_4	1.102
zs\spook\all\swamp_moans_heavy_1_230aa622ad	spook	DeadAir	ambient/lar_ambients/metro_swamp	swamp_moans_heavy_1	1.0
zs\spook\all\swamp_moans_heavy_10_d1a058880f	spook	DeadAir	ambient/lar_ambients/metro_swamp	swamp_moans_heavy_10	1.0
zs\spook\all\swamp_moans_heavy_2_3a19057bb2	spook	DeadAir	ambient/lar_ambients/metro_swamp	swamp_moans_heavy_2	1.0
zs\spook\all\swamp_moans_heavy_3_8260f30d58	spook	DeadAir	ambient/lar_ambients/metro_swamp	swamp_moans_heavy_3	1.0
zs\spook\all\swamp_moans_heavy_4_d77cce76b5	spook	DeadAir	ambient/lar_ambients/metro_swamp	swamp_moans_heavy_4	1.0
zs\spook\all\swamp_moans_heavy_5_f6cab417c5	spook	DeadAir	ambient/lar_ambients/metro_swamp	swamp_moans_heavy_5	1.0
zs\spook\all\swamp_moans_heavy_6_c060bd3749	spook	DeadAir	ambient/lar_ambients/metro_swamp	swamp_moans_heavy_6	1.0
zs\spook\all\swamp_moans_heavy_7_26c15c2eb6	spook	DeadAir	ambient/lar_ambients/metro_swamp	swamp_moans_heavy_7	1.0
zs\spook\all\swamp_moans_heavy_8_5098f49615	spook	DeadAir	ambient/lar_ambients/metro_swamp	swamp_moans_heavy_8	1.0
zs\spook\all\swamp_moans_heavy_9_64dfab3358	spook	DeadAir	ambient/lar_ambients/metro_swamp	swamp_moans_heavy_9	1.0
zs\spook\all\swamp_moans_medium_1_dd4fb99110	spook	DeadAir	ambient/lar_ambients/metro_swamp	swamp_moans_medium_1	1.0
zs\spook\all\swamp_moans_medium_2_9c4bd4f3f7	spook	DeadAir	ambient/lar_ambients/metro_swamp	swamp_moans_medium_2	1.0
zs\spook\all\swamp_moans_medium_3_0e1704d571	spook	DeadAir	ambient/lar_ambients/metro_swamp	swamp_moans_medium_3	1.0
zs\spook\all\rnd_moan_5be5e60a8f	spook	DeadAir	ambient/lar_ambients/original	rnd_moan	1.0
zs\spook\all\rnd_moan1_a17f95c114	spook	DeadAir	ambient/lar_ambients/original	rnd_moan1	1.0
zs\spook\all\rnd_moan2_35e2291bff	spook	DeadAir	ambient/lar_ambients/original	rnd_moan2	1.0
zs\spook\all\rnd_moan3_6e7d36ce83	spook	DeadAir	ambient/lar_ambients/original	rnd_moan3	1.0
zs\spook\all\rnd_moan5_80eedb716b	spook	DeadAir	ambient/lar_ambients/original	rnd_moan5	1.0
zs\spook\all\rnd_moan6_a523a4abf8	spook	DeadAir	ambient/lar_ambients/original	rnd_moan6	1.0
zs\spook\all\ghost_oneshot_01_ba37909d98	spook	DeadAir	ambient/lar_nature/lar_ghosts	ghost_oneshot_01	1.15
zs\spook\all\ghost_oneshot_02_63f35cf413	spook	DeadAir	ambient/lar_nature/lar_ghosts	ghost_oneshot_02	1.15
zs\spook\all\ghost_oneshot_05_9cb337c1e6	spook	DeadAir	ambient/lar_nature/lar_ghosts	ghost_oneshot_05	1.15
zs\spook\all\suspense_02_98cd60e940	spook	DeadAir	ambient/lar_nature/lar_suspense	suspense_02	1.0
zs\spook\all\suspense_03_7b9666d7fa	spook	DeadAir	ambient/lar_nature/lar_suspense	suspense_03	1.0
zs\spook\all\suspense_04_e2fe320817	spook	DeadAir	ambient/lar_nature/lar_suspense	suspense_04	1.0
zs\spook\all\suspense_05_58f2119df5	spook	DeadAir	ambient/lar_nature/lar_suspense	suspense_05	1.0
zs\spook\all\suspense_06_f5904cd417	spook	DeadAir	ambient/lar_nature/lar_suspense	suspense_06	1.0
zs\spook\all\suspense_07_a63240cc8a	spook	DeadAir	ambient/lar_nature/lar_suspense	suspense_07	1.0
zs\spook\all\suspense_08_690348e60a	spook	DeadAir	ambient/lar_nature/lar_suspense	suspense_08	1.0
zs\spook\all\organic_moan2_26ee6ea9fa	spook	DeadAir	ambient	organic_moan2	1.0
zs\spook\all\org_moan_1_38ef56f5dc	spook	DeadAir	ambient/outdoors	org_moan_1	1.0
zs\spook\all\org_moan_2_9f5fd7f140	spook	DeadAir	ambient/outdoors	org_moan_2	1.0
zs\spook\all\org_moan_3_f049ac8449	spook	DeadAir	ambient/outdoors	org_moan_3	1.0
zs\spook\all\org_moan_5_3242a1db06	spook	DeadAir	ambient/outdoors	org_moan_5	1.0
zs\spook\all\org_moan_6_41dc4b8f6c	spook	DeadAir	ambient/outdoors	org_moan_6	1.0
zs\spook\all\rnd_horror_83a9c4fa28	spook	DeadAir	ambient/rnd_outdoor	rnd_horror	1.0
zs\spook\all\rnd_horror1_4f4c79217a	spook	DeadAir	ambient/rnd_outdoor	rnd_horror1	1.0
zs\spook\all\rnd_horror_2_3acc2b98f2	spook	DeadAir	ambient/rnd_outdoor	rnd_horror_2	1.149
zs\spook\all\rnd_horror1_c3d76bdb7d	spook	OGSE	ambient/rnd_outdoor	rnd_horror1	1.0
zs\spook\all\rnd_horror_23_d3b7bf73ae	spook	Prosector	ambient/rnd_outdoor	rnd_horror_23	1.0
zs\spook\all\agru_warning_0efd4e48dc	spook	DeadAir	ambient/special	agru_warning	1.0
zs\spook\all\agru_waterfall_c450a5019d	spook	DeadAir	ambient/special	agru_waterfall	1.0
zs\spook\all\device_hum_1_e65b441210	spook	DeadAir	ambient/special	device_hum_1	1.0
zs\spook\all\device_hum_2_bd68a26b7a	spook	DeadAir	ambient/special	device_hum_2	1.0
zs\spook\all\device_hum_3_403930166d	spook	DeadAir	ambient/special	device_hum_3	1.0
zs\spook\all\hangar_loop_0_546eac41fc	spook	DeadAir	ambient/special	hangar_loop_0	1.118
zs\spook\all\lim_transformer_e7e5e0e971	spook	DeadAir	ambient/special	lim_transformer	1.0
zs\spook\all\marsh_beep_1_6f7abd9992	spook	DeadAir	ambient/special	marsh_beep_1	3.01
zs\spook\all\marsh_beep_2_43c8f19046	spook	DeadAir	ambient/special	marsh_beep_2	1.0
zs\spook\all\marsh_bubbles_f33963a193	spook	DeadAir	ambient/special	marsh_bubbles	1.0
zs\spook\all\marsh_click_1_f9dbc6b8dc	spook	DeadAir	ambient/special	marsh_click_1	3.01
zs\spook\all\marsh_click_2_1c8ba54bf2	spook	DeadAir	ambient/special	marsh_click_2	2.963
zs\spook\all\marsh_click_3_651c0c4fd3	spook	DeadAir	ambient/special	marsh_click_3	2.993
zs\spook\all\marsh_click_3a_823192d662	spook	DeadAir	ambient/special	marsh_click_3a	2.977
zs\spook\all\marsh_generator_0b64d17b54	spook	DeadAir	ambient/special	marsh_generator	1.0
zs\spook\all\marsh_pump_5246e1c127	spook	DeadAir	ambient/special	marsh_pump	1.0
zs\spook\all\metal_bangs_1_24b45f07d6	spook	DeadAir	ambient/special	metal_bangs_1	1.0
zs\spook\all\metal_construction_0_0de5b15736	spook	DeadAir	ambient/special	metal_construction_0	1.0
zs\spook\all\metal_construction_1_8b9517cbb2	spook	DeadAir	ambient/special	metal_construction_1	1.108
zs\spook\all\metal_construction_2_6a81b697f9	spook	DeadAir	ambient/special	metal_construction_2	1.0
zs\spook\all\metal_construction_3_80afed753b	spook	DeadAir	ambient/special	metal_construction_3	1.0
